Facility ID,State,HCAHPS Answer Description,Readmission national comparison,Effectiveness of care national comparison
340004,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340004,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340004,NC,"Room was ""always"" clean",Same as the national average,Same as the national average
340004,NC,"Room was ""sometimes"" or ""never"" clean",Same as the national average,Same as the national average
340004,NC,"Room was ""usually"" clean",Same as the national average,Same as the national average
340004,NC,Cleanliness - linear mean score,Same as the national average,Same as the national average
340004,NC,Cleanliness - star rating,Same as the national average,Same as the national average
340004,NC,Always quiet at night,Same as the national average,Same as the national average
340004,NC,"Sometimes or ""never"" quiet at night",Same as the national average,Same as the national average
340004,NC,Usually quiet at night,Same as the national average,Same as the national average
340004,NC,Quietness - linear mean score,Same as the national average,Same as the national average
340004,NC,Quietness - star rating,Same as the national average,Same as the national average
